tanggal,tweets,username,retweet,source,hashtags
2020-04-26 13:26:57,@TeddyGusnaidi ketawa lihat tayangan @MataNajwa sudah kelihatan jelas dan nyata mudik atau pulang kampung itu sama besar berpotensi menularkan covid19. bukti lambatnya respon pemerintah thdp penyebaran virus dan Kebobolan Ribuan pemulang kmpung. untung ada jurus ngeles ala pendekar mabuk.,twj_70974,0,Twitter for Android,[]
2020-04-26 13:26:56,@Seokjiniegurl karna udh kelamaan libur makannya gini. klo aku blm ada libur juga dari awal pandemi covid19 ini masih masuk terus 🙂,Iis24__,0,Twitter for iPhone,[]
2020-04-26 13:26:55,"Hal pertama yg gw lakuin ketika covid berakhir, pergi ke barbershop",irwan_juliandi,0,Twitter for Android,[]
2020-04-26 13:26:47,@jr_kw19 Kandangin sama yg positif covid-19 aja 😁,ekowhy_u,0,Twitter for Android,[]
2020-04-26 13:26:42,Kasus terbanyak Covid-19 di Kaltara dari Kota Tarakan. https://t.co/44XtkIw2oG,republikaonline,0,roltweet,[]
2020-04-26 13:26:16,"KADRUN memang KERAS KEPALA

Covid-19 Tetap Serang Siapapun Yg Berkumpul/Berjamaah dimanapun.

Utk Ustadz2 Himbaulah Umat utk Ibadah dirumah AGAR Umat &amp; keluarganya Tak Tertular Covid-19.

@na_dirs @permadiaktivis @RizmaWidiono @hnurwahid @felixsiauw @ustadzmaaher_ @ustadtengkuzul https://t.co/JifGKNgJum",AlviandraRahmat,2,Twitter for Android,[]
2020-04-26 13:26:13,"@ridwanhr Salahnya berhasil menangani wabah, loh wkwkk",rebahanenaktauu,0,Twitter for Android,[]
2020-04-26 13:26:00,"Tunawisma Semakin Banyak Berkeliaran di Jalan Akibat Pandemi Corona 

https://t.co/lQCbgRmPHu",GTVID_News,1,TweetDeck,[]
2020-04-26 13:25:28,Kami dari Himaksi Trilogi bekerja sama dengan Yayasan 3K dan Cluster Volta Gading Serpong membuka donasi bagi teman-teman yang ingin menyisihkan sebagian rezekinya untuk mereka yang membutuhkan di saat pandemi Covid-19. Sekecil apapun sangat berarti untuk mereka.,himaksitrilogi,0,Twitter for Android,[]
2020-04-26 13:25:28,"Himaksi Trilogi Open Donasi
""Berbagi Kebaikan dan Kebahagiaan Saat Pandemi Covid-19"" https://t.co/Z62ZFPBjEd",himaksitrilogi,9,Twitter for Android,[]
2020-04-26 13:25:26,"@icamumtaza @Nadiamosa Jujur gw ga pernah dandan lagi cung selama pandemi. Karena pasti bakal nempel di N95 sayang kalo kotor haha mentok moiturzer sunscreen, I am good to go.",atyashabrina,0,Twitter for iPhone,[]
2020-04-26 13:25:17,"kegiatan pengangkutan sampah wr laris manis, armada 1349 T, kel. rawaterate, Minggu, 26042020 
@aniesbaswedan @Herwansyah @yogiikhwan @MumuhMulyana4 @dinaslhdki @SudinLHTimur @ProKlim_KLHK
#DinasLHDKI 
#PSBBJakarta
#YukPakaiMasker 
#Dirumahaja 
#LawanCovid19
#JakartaTanggapCorona https://t.co/unKP7xcImq",DinsihCakung,0,Twitter for Android,"['DinasLHDKI', 'PSBBJakarta', 'YukPakaiMasker', 'Dirumahaja', 'LawanCovid19', 'JakartaTanggapCorona']"
2020-04-26 13:25:08,"Selama corona, semangat menabung jadi tinggi😌",anyIstq,0,Twitter for iPhone,[]
2020-04-26 13:25:08,"Corona berlanjut, HK Metals Utama (HKMU) menunda sejumlah ekspansi https://t.co/TteQzJWbFd #Emiten",KontanNews,0,Kontan Tweet,['Emiten']
2020-04-26 13:25:08,"SATGAS COVID-19 AS: Virus Lebih Cepat Mati ketika Terkena Sinar Matahari, Suhu-Kelembaban Tinggi, dan Disinfektan https://t.co/5fdjmLyGgi via @beritabaruco",hadiprayitno82,0,Twitter for Android,[]
2020-04-26 13:24:52,Nasib anak kost di tengah wabah.. https://t.co/rmCQIldlFF,Rajasederhana1,7,Twitter for Android,[]
2020-04-26 13:24:50,"Imam masjid di Makassar, Sulawesi Selatan (Sulsel) mendapatkan paket sembako di tengah pandemi virus corona baru (COVID-19). https://t.co/03l5vdFIMZ",detikcom,5,Echobox Social,[]
2020-04-26 13:24:50,"Jubir Satgas Percepatan Penanganan COVID-19 Sultra, dr La Ode Rabiul Awal kembali mengumumkan terkait update kasus konfirmasi positif COVID-19 di Sultra. https://t.co/7fuLGZQIMw",detikcom,3,Echobox Social,[]
2020-04-26 13:24:49,"Kapoook kowe...hukuman setimpal akibat kepekokan nalar!

Penolak Jenazah Covid-19 Terancam 7 Tahun Penjara

3 tersangka penolak jenasah Nuria Kuniarsih, perawat Rumah Sakit Kariadi yg terinfeksi Covid-19,akhirnya dilimpahkan ke kejaksaan,
@hendrarprihadi @Kesit_ @Abby_Budiyono97 https://t.co/MzWhWbx58f",Aryprasetyo85,90,Twitter for Android,[]
2020-04-26 13:24:46,"Bantu Warga di Tengah Pandemi, Kartar Bakti Mandiri Bagikan Sembako untuk Janda dan Lansia https://t.co/jW1uLNuR37 via @beritabaruco",hadiprayitno82,0,Twitter for Android,[]
2020-04-26 13:24:35,"Giat sosialisasi himbauan antisipasi cegah covid-19 dan antisipasi bahaya kebakaran di Jl. Ketapang RW 02 Kelurahan Jatipadang - Jl. Kemuning Dalam IV Kelurahan Pejaten Timur Jakarta Selatan (26/04/2020).
#JakartaTanggapDarurat
#InfoSosialisasi
#CegahCovid19
#PemadamJKT https://t.co/iBeuToRm1m",humasjakfire,2,Twitter for Android,"['JakartaTanggapDarurat', 'InfoSosialisasi', 'CegahCovid19', 'PemadamJKT']"
2020-04-26 13:24:26,@Najwafii kayaknya dia bosen dirumahaja 🙂,srhaprza,0,Twitter for iPhone,[]
2020-04-26 13:24:18,@SmbAndri Gatau nih dasar corona asw,haga_meliala,0,Twitter for Android,[]
2020-04-26 13:24:04,"Ada pula nasi anjing...ini jaman sudah sulit, rakyat tertatih2, ada pandemi pula, eh ada yg bikin nyolot dengan bahasa tdk berperikemanusiaan. Di bulan Ramadan, manusia dikasih nasi anjing, astaghfirullaah... #RamadanMubarak",tondimuh9,7,Twitter Web App,['RamadanMubarak']
2020-04-26 13:24:04,"SOBAT BSI, BERSAMA LAWAN CORONA⁣
⁣
Yayasan Bina Sarana Informatika (BSI), melalui program “BSI Peduli, Bantu Lawan Corona” melakukan penggalangan dana yang ditujukan bagi para tenaga medis dan masyarakat yang… https://t.co/MgUeFAAJS6",ubsi_ciledug,0,Instagram,[]
2020-04-26 13:24:01,"https://t.co/HoGG9PlflH

Keseruan Kahfi menjadi Pilot.

#pilot
#planeworld
#airplane
#dirumahaja
#IbadahRamadhanDirumahAja 
#MarhabanYaRamadhan",lutfi_noindrei,0,Twitter for Android,"['pilot', 'planeworld', 'airplane', 'dirumahaja', 'IbadahRamadhanDirumahAja', 'MarhabanYaRamadhan']"
2020-04-26 13:23:45,"Sejak PSBB dan himbauan #dirumahaja alhamdullilah saya sekarang sudah bisa jualan dari rumah.

Kemarin sudah laku jual gitar sama mejikom. Skrg lagi nawarin dispenser, ada yang mau beli gak? kondisi lecet pemakaian, tombol sudah tidak berfungsi, tapi pemanas masih normal.
Minat?",AuthorAliska,0,Twitter for Android,['dirumahaja']
2020-04-26 13:23:41,"@FaridzAdityaM @Persija_Jkt Ter, kalo Corona dah kelar",heyOlib,0,Twitter for Android,[]
2020-04-26 13:23:24,"#polritegasterukur 
Polda Metro Jaya Bentuk Satgas Anti Begal Cegah Kejahatan Saat Corona

Satgas ini dibentuk menyusul adanya tindak kejahatan jalanan yang terjadi di sejumlah wilayah hukum Polda Metro Jaya
@NirmalaFirdaus_ @mawar1602 @HarisSekipi @Jamlinyojamal @TMCPoldaMetro https://t.co/MaDpMv4kvS",Aryprasetyo85,5,Twitter for Android,['polritegasterukur']
2020-04-26 13:23:06,Inggris Tingkatkan Pengujian Saat Kematian Akibat Covid-19 Tembus 20.000 https://t.co/dfK11ZkDXe,Beritasatu,1,beritasatu,[]
2020-04-26 13:23:05,"di ruang tamu tadi abis tarawih
👧🏻: mba gw abis lebaran mau nikah
👩🏻: serius lu? biiih dela abis lebaran mau nikah. abis covid biih
*abi diem*
👩🏻: biiiih orang lagi ngomong juga
👨🏻: iya sama siapa?
👦🏻: sama pacarnya lah bih
👨🏻: masih kecil..
hah gimana?? masih kecil?? 😂🤔",dela_lh,0,Twitter for iPhone,[]
2020-04-26 13:23:01,Pemasaran hasil tani dilakukan secara online https://t.co/NnVHuyqdyI,republikaonline,1,roltweet,[]
2020-04-26 13:22:49,"Kapolres Sukoharjo AKBP Bambang Yugo Pamungkas dan beberapa Pejabat Utama Polres melakukan giat Bakti Sosial secara terpisah kepada warga terdampak Virus Covid-19.
.
.
bambangyugopamungkas .
#infosukoharjo… https://t.co/QxvJcmfT7p",indo_pol,0,Instagram,['infosukoharjo']
2020-04-26 13:22:44,"@sandiuno : 13 Orang Diduga Positif Corona
#corona #sandiagauno

Via @jpnncom https://t.co/lKyBXn5Swz",JPNN_Donwori,0,Twitter for Android,"['corona', 'sandiagauno']"
2020-04-26 13:22:36,"Di saat belum ada yang bicara kepadatan, #RCUSbahasCOVID19 juga sudah bicara kepadatan penduduk. Saat itu masih belum terkorelasi jika berdasarkan data yang ada, namun dalam artikel dijelaskan berbagai pengecualian. Tmsk buruknya tes. 

https://t.co/kvgfcDEpVs",elisa_jkt,1,Twitter Web App,['RCUSbahasCOVID19']
2020-04-26 13:22:25,@barcastuff_idn Fucek lah corona,arjigedong,0,Twitter for Android,[]
2020-04-26 13:22:22,"Diatas sajadah, ku meminta.
Dibawah langit malam, ku memohon.
Semoga saat aku dishalatkan nanti, banyak dosa dosaku yang telah Allah ampuni.
•••
Follow @aanabdullaah
. 
# aanabdullaah #RamadanMubarak #indonesia #covi̇d19 #corona #lockdown #save #stayhome https://t.co/FrCqOVPIGr",aanabdullaah,0,Twitter for Android,"['RamadanMubarak', 'indonesia', 'covi̇d19', 'corona', 'lockdown', 'save', 'stayhome']"
2020-04-26 13:22:16,"@yaelahbawang Corona nda m b dekat, bobou kata wkwkwkwk",yaelahmakanmulu,0,Twitter for Android,[]
2020-04-26 13:22:15,"#RekanCommuters Kami mohon kerjasamanya guna upaya untuk pencegahan Virus Corona, seluruh pengguna Wajib menggunakan masker di area Stasiun maupun di KRL dan selalu jaga jarak antar pengguna. https://t.co/s1s2Ft5qsI",CommuterLine,2,Twitter Web App,['RekanCommuters']
2020-04-26 13:22:11,@uncmenfess2 Marii banyak² berdoaa supaya pandemi ini cepat hilangnyaa,dendengbasah_,0,Twitter for Android,[]
2020-04-26 13:22:00,@commaditya Sebelum covid menyerang. https://t.co/sFfXEfMcNo,ryanhrnw,0,Twitter for iPhone,[]
2020-04-26 13:21:38,"Penyerahan Secara simbolik 1 ton beras, 1120 mie Instan bersama MCCC Muhammadiyah, Lazismu Pusat, DPP IMM, DPD IMM DKI Jakarta dan  PC IMM Se-DKI Jakarta.
Berjamaah Peduli Kemanusiaan dan Lawan Pandemic Covid-19. 
#One_Muhammadiyah_One_Response
#One_IMM_One_Response. https://t.co/EdTBReIyXp",abdullah_toda,0,Twitter for Android,"['One_Muhammadiyah_One_Response', 'One_IMM_One_Response']"
2020-04-26 13:21:26,"@efenerr Iparku kerja sama Vietnam, dibayar murah. 

Pas minta temen yang ngerti hukum, tidak ada pelanggaran hukum. 

Pasal2 bisa ditelikung gitu, kerja rodi (sampe gak sempet ngapa2in) tapi gaji minimalis.

Skrg gaji gede kerja sama orang Amrik, ehhh kena Covid-19😔",_butet_harahap,1,Twitter Web App,[]
2020-04-26 13:21:15,"sekarang semua concert pada online, apa sensasi nya sih? di youtube juga banyak. huhu rindu nonton live concert teriak-teriak, nyanyi bareng, pulang malem. capek tapi seneng banget rasanya

corona kamu jahanam banget sih, ngilangin rutinitas aku. berantakan nih bangsat",finaanzwa,0,Twitter for Android,[]
2020-04-26 13:21:15,"Apakah kamu tahu mengapa kita bisa mengeluarkan keringat? Yuk, kita belajar sama-sama di https://t.co/6bDwEh5Is6

Semangat belajar di rumah ya kawan murid! 😊

#sekolahmu #belajardarimanasaja #sekolahmumasadepanmu #dirumahaja #belajardirumah #kelasonline https://t.co/NwwayimkmD",sekolahmuid,1,Twitter Web App,"['sekolahmu', 'belajardarimanasaja', 'sekolahmumasadepanmu', 'dirumahaja', 'belajardirumah', 'kelasonline']"
2020-04-26 13:21:12,"Corona selesai gue mau ke MM 2100 Cibitung Bekasi

Mau makan sop Janda",drian_OP,0,Twitter for Android,[]
2020-04-26 13:21:12,"Giat sosialisasi himbauan antisipasi cegah covid-19 dan antisipasi bahaya kebakaran di Jl. Puri Sakti Buntu - Gg. Anggur Dalam - Jl. Bunga Flamboyan - Jl. Bunga Kamboja wilayah Jakarta Selatan (26/04/2020).
#JakartaTanggapDarurat
#InfoSosialisasi
#CegahCovid19
#PemadamJKT https://t.co/fiPvYt8mhl",humasjakfire,1,Twitter for Android,"['JakartaTanggapDarurat', 'InfoSosialisasi', 'CegahCovid19', 'PemadamJKT']"
2020-04-26 13:21:01,"Pandemi Corona, Bhinneka Buat Kampanye Masker untuk Indonesia https://t.co/JCJ8lGe2yN",liputan6dotcom,1,dlvr.it,[]
2020-04-26 13:20:55,Dokter Ungkap Cara Sahur yang Benar dan Manfaatnya Saat Pandemi Corona https://t.co/IsEIpvXPfs,drtan_remanlay,1,Twitter Web App,[]
2020-04-26 13:20:51,"Nabi aja 3 hari doang sholat tarwih di Mesjid. Selebihnya di rumah. Selagi masih ada wabah Corona, memang lebih baiknya ibadah di rumah https://t.co/r3C9gnTwJ8",husainabdullah1,23,Twitter for iPhone,[]
2020-04-26 13:20:47,"Prinsip sederhana: mencegah selalu lebih baik. Karenanya #RCUSbahasCOVID19 juga mengangkat soal ancaman COVID19 di rusun2. 
Di dalam pun kami selipkan panduan pencegahan COVID19 di Rusun. Apartemen juga boleh adopsi panduannya sih.

https://t.co/imPF5nUw3d",elisa_jkt,2,Twitter Web App,['RCUSbahasCOVID19']
2020-04-26 13:20:16,"Hand sanitizer
Masker
Hand wash
Bayclin
Wipol

Stok udah banyak lagi, apakah ini tanda Corona udah ilang?? Aminin aja dh",Ningsiihhhhh,0,Twitter for Android,[]
2020-04-26 13:20:13,"Update Corona 26 April 2020: Ada Kabar Baik, Semoga Terus Begini
#coronavirus #CoronaUpdate

Via @jpnncom https://t.co/0Ce8jglX6B",JPNN_Donwori,0,Twitter for Android,"['coronavirus', 'CoronaUpdate']"
2020-04-26 13:19:49,@putriKHR 45%nya diliburin sebulan :( fufufu corona buruan pergi deeeh,Crisyeyk,0,Twitter for Android,[]
2020-04-26 13:19:32,"Saat ini semua lapisan masyarakat dapat terkena dampak virus corona, di mana kehidupan sehari-hari turut terpengaruh dan mengubah hampir semua rutinitas. https://t.co/40SjkaGv8V",iNewsID,0,dlvr.it,[]
2020-04-26 13:19:21,"Efek Pandemi Covid-19, Pelatih Timnas Italia Roberto Mancini Stres di Karantina https://t.co/O39Zku2aIW",tribunSUPERBALL,0,TweetDeck,[]
2020-04-26 13:19:12,"Yang lain-lain belum ribut soal sekolah jadi fasilitas Covid19, #RCUSbahasCOVID19 di awal sudah mendorong pentingnya keberadaan fasilitas karantina massal di berbagai kota besar. Ini berkaitan dengan keharusan isolasi mandiri dan hunian layak juga.

https://t.co/Ishoe9J95I",elisa_jkt,2,Twitter Web App,['RCUSbahasCOVID19']
2020-04-26 13:18:55,"@ReaIKimJongUn Hoream nempona jauh, jaba keur corona, sok klarifikasi we atuh mun ilaing masih cageur!!!",adityacahyacay,0,Twitter for Android,[]
2020-04-26 13:18:48,@INNOCENTSLVD @mampirsebent Td ad yg chat gue ml lah cupu amat ga ml itu mksdnya apa sih ? Ga ml cupu ngga ngewe cupu 😂ramdhan dan corona bener2 bikin org jd gila,pussysabotage,0,Twitter for Android,[]
2020-04-26 13:18:30,"Kata kawan gweh : Genjot pariwisata, malah dimasa pandemi virus China. Emang mereka itu gak jelas orientasinya. Mau focus ke investasi tapi infrastructure utama seperti air, jalan &amp; listrik, gak ada. Ada listrik, tapi untuk kawasan Industri, e-tapi kawasan industrinya gak ada 😆",Berkarya_Info,30,Twitter for Android,[]
2020-04-26 13:18:11,"What's on your top list after this corona-hell is over?

Me:
1. Mau minum sm anak-anak
2. Pengen makan ramen
3. Pengen revisian 
4. Nonton di Bioskop
5. Pengen balik ke Blitar &amp; Banten
6. Lari https://t.co/OrDiPquiSP",Ketjupbasah_,0,Twitter for Android,[]
2020-04-26 13:17:49,"Anak cucunya di Karawang, ga bisa pulang kampung karena pandemi, mbah kakungnya kemarin sampe drop lagi, kangen mungkin. Sebagai orang tua, mereka ngga tau kemajuan teknologi jaman sekarang. Mereka punya hp yg cuma bisa buat telp+sms. Untuk telp/sms aja kadang manggil aku, -c https://t.co/0oOoVJYZyH",mocinah,0,Twitter for Android,[]
2020-04-26 13:17:43,"Tiap buka ig liat postingannya mulu, jadi makin pengen beli...sabar-sabar  semoga abis corona kebeli tuh barang.",Fatmiartii,0,Twitter for Android,[]
2020-04-26 13:17:26,"@KliWetan @_d3nmas_ajah @diflaafif @GHiugo @Pak_GuruSD @ajiesara2 @Ji3_RebOrn @kangenband123 @Aininoer12 Hbs corona, bikin bakwan super.....
Tinggal bagi"" tugas....",Stadela__twett,0,Twitter for Android,[]
2020-04-26 13:17:23,"Stlh rakyat AS diuji dg Virus Corona, terbelalak mata mrk bahwa kematian akibat virus ini per 26/4 capai 54.265 orang, bahkan diprediksi meningkat terus. Mrk kini mencari Tuhan sbg tempat berlindung. Alhamdulillah azan umat Islam mulai diperdengarkan, smg Islam semakin diterima https://t.co/mVCwCUASSQ",ibnupurna,1,Twitter for iPhone,[]
2020-04-26 13:16:46,"#RCUSbahasCOVID19 juga mulai memakai Gambar Indah Sekali alias GIS. Misalnya yang berupaya memetakan jumlah manula dan ancaman COVID19. 

https://t.co/HVRaKujghP",elisa_jkt,1,Twitter Web App,['RCUSbahasCOVID19']
2020-04-26 13:16:44,"Ada dokter yang meninggal, garda depan covid-19, dan reply tweet isinya debat cara ucapan belasungkawa muslim dan non muslim. Manusia ye... https://t.co/SEUaY0oIyP",enjanvier,1,Twitter for iPhone,[]
2020-04-26 13:16:24,"Di rumahkan, di pecat, di PHK, potong gaji, cuti tak berbayar, apalah istilah nama untuk pengurangan karyawan di tengah wabah ini semuanya tak ada yg enak untuk di dengar 😥😥😥😥😥",DChocola_art,0,Twitter for Android,[]
2020-04-26 13:16:13,@ularberderik Mksd w isolasi mandiri w efek mudik. Kalo setelah corona hilang w juga pgnnya ngemol sama nonton :(,Cepidermen,0,Twitter for Android,[]
2020-04-26 13:16:13,pen kek gini skrg tp lg corona:( https://t.co/hLFjwnBmWj,yarasaniaheidy,0,Twitter for iPhone,[]
2020-04-26 13:15:39,"Patroli Penerapan Physical Distancing Muspika Mayang Kab Jember, Cegah Meluasnya Covid 19
https://t.co/6nyrcotuYL https://t.co/5E6IPsQT4I",PadjajaranMedia,0,Twitter for Android,[]
2020-04-26 13:15:38,"Musim ujan gini pasti pada butuh ya? Bagusnya payung ini bisa kamu gunakan sekaligus berdonasi untuk cegah anak Indonesia dari covid-19.

@ShopeeID : savechildren_id
@tokopedia : save the children ID

@SaveChildren_ID 
#minutestosurvive https://t.co/iJ8gQZ8ngZ",reniratnasari83,0,Twitter for Android,['minutestosurvive']
2020-04-26 13:15:31,MK Gelar Sidang Tatap Muka Gugatan Perppu Corona - https://t.co/RUrzs0GzLf #faktaberitafakta https://t.co/LgPtYzxnl5,swamedium,2,SwaMedium Twitter Integration,['faktaberitafakta']
2020-04-26 13:15:29,"Tulisan Bill Gates tentang memerangi pandemi-pandemi lain di masa depan. Salah satu poin penting adalah mengembangkan obat anti-virus seperti peneliti mengembangkan obat anti-bakteria (antibiotik). Selama ini riset obat anti-virus minim investasi. 

https://t.co/40ZxMC42ol",TsamaraDKI,21,Twitter for iPhone,[]
2020-04-26 13:15:12,"PBB menekan pemerintah agar membebaskan sebagian narapidananya di tengah pandemi Covid-19. Berapa jumlah tahanan di negara-negara ASEAN? #Databoks
https://t.co/s0W6JOOsyk https://t.co/RFoFZ0OUVG",KATADATAcoid,2,Hootsuite Inc.,['Databoks']
2020-04-26 13:15:06,"#RCUSbahasCOVID19 juga mengulas soal polemik Karantina vs Pembatasan. Apapun kebijakan yang diambil pemerintah, sebetulnya mereka tetap dan cenderung mengabaikan hak dasar, terutama hak atas hunian layak. Bagaimana #DiRumahAja tanpa hunian layak?

https://t.co/hNY8J4kkTV",elisa_jkt,0,Twitter Web App,"['RCUSbahasCOVID19', 'DiRumahAja']"
2020-04-26 13:14:42,"Iseng dirumah gak ngapa²in jadi liat liat galeri kamera yg isinya seabrek foto trus edit foto ini itu eh ketemu foto ini jadi kangen liburan, kangen keluar rumah, kangen main jauh. 
Corona cepatlah berlalu ya.… https://t.co/TrfWLTQzQM",natalia_ayuni,0,Instagram,[]
2020-04-26 13:14:38,"[JANGAN PUTUS HARAPAN DI TENGAH COBAAN COVID-19]
.
.
Yang mesti pertama kali kita sadari adalah bahwa wabah Corona beserta berbagai dampaknya ini tidak hanya melanda satu golongan, daerah atau sekelompok orang saja,… https://t.co/lp0Bm1VCn8",Brigade_NU,0,Instagram,[]
2020-04-26 13:14:37,"Seminggu full kerja capek ,
Tapi seharian full dirumah bosen bgt. 

Dikamar cuman : 
- Rebahan
- dengerin musik
- scrol twiter, ig 
- nonton youtube 

Sampai binggung mau ngapain lagi yaallah :') corona pliss pergi, butuh main jauhhhh!!!!",knisaa26,0,Twitter for Android,[]
2020-04-26 13:14:30,"Di tengah wabah virus corona ini, masyarakat sekarang sudah diwajibkan untuk menggunakan masker saat berada di luar rumah untuk mengurangi risiko penyebaran dan penularan virus corona. https://t.co/Z3QzXslzE1",Indorelawan,0,Twitter for Android,[]
2020-04-26 13:14:27,"Monitoring Giat LPS RW.07,09 Komplek Perum Metland Menteng Kel Ujung Menteng, Minggu, 26042020 
@aniesbaswedan @Herwansyah @yogiikhwan @MumuhMulyana4 @dinaslhdki @SudinLHTimur @ProKlim_KLHK
#DinasLHDKI #PSBBJakarta
#YukPakaiMasker 
#Dirumahaja 
#LawanCovid19
#JakartaTanggapCorona https://t.co/T6thU4ipn8",DinsihCakung,0,Twitter for Android,"['DinasLHDKI', 'PSBBJakarta', 'YukPakaiMasker', 'Dirumahaja', 'LawanCovid19', 'JakartaTanggapCorona']"
2020-04-26 13:14:16,nyolong start kampanye ditengah pandemi kaya gini adalah salah satu hal ternajis yg pernah gw liat.,ifartduringsex,0,Twitter for iPhone,[]
2020-04-26 13:14:14,"Hai! Kayaknya beberapa udah ada yang sebulan #dirumahaja ya? Udah pada bosan belum ya? 🤪

Salah satu hal yang bisa kalian lakukan saat #dirumahaja yaitu eksplorasi! 

Menurut KBBI, eksplorasi adalah kegiatan untuk… https://t.co/Gemj8OXihM",elizaristanto,0,Instagram,"['dirumahaja', 'dirumahaja']"
2020-04-26 13:14:04,"Takut Tertular Corona Covid-19, Eks Pemain NBA Minta Dibebaskan dari Penjara https://t.co/6obUA1nPrN",liputan6dotcom,0,dlvr.it,[]
2020-04-26 13:14:03,FOTO: Pemprov DKI Siapkan Gor untuk Tampung Tunawisma Terdampak Covid-19 https://t.co/MTxk4sxyWW,liputan6dotcom,2,dlvr.it,[]
2020-04-26 13:13:35,"Satu warga Desa Ringinputih, Sampung positif Corona. Kepala Desa melakukan karantina mandiri bagi warga di sekitar rumah pasien positif Corona tersebut. https://t.co/wn6j0pHL9b",detikcom,6,Echobox Social,[]
2020-04-26 13:13:23,"Survei Median: @aniesbaswedan Paling Tepat Tangani Covid-19

https://t.co/kg2LzBx4At

“Soal PSBB diberlakukan di Jakarta. Publik menyukai gaya Anies yang agak keras berhadapan dengan pemerintah pusat,” ujar Direktur Median Rico Marbun saat dihubungi Tempo hari ini, 26 April 2020 https://t.co/cuXWIBmHAn",kebijakananies,10,Twitter for Android,[]
2020-04-26 13:13:20,"Revolusi Meja Kerja, dan sejak #COVID19 Gedung - Ruang Kerja Diganti dengan zoom meeting, Trello dan SleekHR https://t.co/UlAFzzoJy2",Christofel_ID,0,Twitter for Android,['COVID19']
2020-04-26 13:13:19,Repower Siap Luncurkan Program Inovatif di Tengah Pandemi Covid-19 https://t.co/ZCp1y2r7QT https://t.co/dxZGILmkoi,InvestorID,0,Investor Daily,[]
2020-04-26 13:13:11,"Saat nya kita yg di kampung tetap berhati hati karena akan ada yg pulang kampung, 
Pulang kampung di saat pandemi tidak di larang,. 
Yg dilarang hanya mudik disaat memasuki hari raya dalam suasana pandemi",syaryan_zumar,0,Twitter for Android,[]
2020-04-26 13:13:06,"#RCUSbahasCOVID19 mari dimulai dari editorial dulu:
1. Pada Masa Corona. Upaya Rujak mencoba memetakan, memahami dan mencerna apa yang terjadi. Perubahan cepat pada kota, dan apa konsekuensinya nanti. 

 https://t.co/IoyZITTOVV",elisa_jkt,0,Twitter Web App,['RCUSbahasCOVID19']
2020-04-26 13:13:00,"@AiraAfniAmalia @geloraco iyaaa loohh min jgn pitnaah
kalo gak punya uang
gak mungkin juga bikin program gajelas saat pandemi 😂",naraajadah,0,Twitter for Android,[]
2020-04-26 13:12:43,"@IvanChristi1 Semoga segera diberikan kesadaran...agar wabah ini cepat usai.
Pemerintah mengambil kebijakan tentunya sudah melalui pertimbangan yang terbaik dari segala kemungkinan.",gombesus,1,Twitter for Android,[]
2020-04-26 13:12:30,"Salmon mentai rice

Akan segera open PO 👌👌

#salmonmentairice #dirumahaja #mentairice #makanan #makananrumahan #StayAtHome #StaySafe https://t.co/dOEdrimwAk",lif3isgowd,0,Twitter for Android,"['salmonmentairice', 'dirumahaja', 'mentairice', 'makanan', 'makananrumahan', 'StayAtHome', 'StaySafe']"
2020-04-26 13:12:07,"Selamat Hari Kesiapsiagaan Bencana

Mari budayakan siaga bencana mulai dari diri kita sendiri.

Tahukah sobat, Covid-19 telah ditetapkan sebagai bencana non-alam oleh Presiden @jokowi melalui Keppres 12/2020.

Mau tahu isinya apa saja?

Pantau terus informasi dari mimin ya🤓. https://t.co/k9iPAWJyeW",DitjenAnggaran,0,Twitter for iPhone,[]
2020-04-26 13:12:02,Pandemi virus corona (Covid-19) di Tanah Air turut meningkatkan pengangguran akibat pemutusan hubungan kerja (PHK). https://t.co/IT4hPjUJAH,iNewsID,0,dlvr.it,[]
2020-04-26 13:12:02,"@aprindariryn Di Grup orang2 Depok masih pada ga paham bahaya Covid, makanya disini yg positif terbesar se jabar -_-",akmaldnhmd,0,Twitter for Android,[]
2020-04-26 13:12:01,Puncak Pandemi Corona di Prediksi Bulan Mei https://t.co/JqdhwEye4j https://t.co/reJGniYFSX,IcuenGensa,0,WordPress.com,[]
2020-04-26 13:11:57,"Akhir tahun kemarin udah ngalamin pusing mikirin persiapan nikah, keliling nyari gedung, pilih vendor2 yg terpercaya. Gara2 pandemi ini mau gamau harus bikin plan B dan milih2 vendor lagi khusus buat acara akad aja. Belum lagi KUA cuma terima nikahin 8 pasangan per hari😭😭😭",cynthiathia,0,Twitter for Android,[]
2020-04-26 13:11:55,4 Pasien Sembuh Corona di Jatim Dapat Sambutan Meriah #TauCepatTanpaBatas #BeritaTerkini  . https://t.co/xEKtWjZ2Ki,okezonenews,0,OkezoneMobile,"['TauCepatTanpaBatas', 'BeritaTerkini']"
2020-04-26 13:11:36,"Kangen banget taichan senayan, kalo corona udah selesai temenin makan disana yukkk",Bellarisfandy,0,Twitter Web App,[]
2020-04-26 13:11:18,"Disaat lg diet dan ngurangin banget makan karna corona ga ngapa-ngapain, kakak ku meminta untuk membuatkan cinnamon roll. Lumayan pake recipe nya tasty. Alahasil ya makan nya jadi banyak deh hihi 😜 https://t.co/Fpfyi8rXNb",harsa737,0,Twitter for iPhone,[]
